Date,Site,Process,Equipment_ID,Output_m3,Process_Cost_PHP,Labor_Cost_PHP,Fuel_Liters
2025-01-31,Zambales,Drilling,Zam-DR-1,484,12584,0,32
2025-01-31,Zambales,Extraction,Zam-EX-E1,244,0,1400,96
2025-01-31,Zambales,Extraction,Zam-EX-E2,514,0,1400,101
2025-01-31,Zambales,Stockpiling,Zam-EX-S1,642,0,1400,90
2025-01-31,Rizal,Loading,Riz-EX-L1,379,0,1400,94
2025-01-31,Rizal,Loading,Riz-EX-L2,471,0,1400,88
2025-01-31,Rizal,Drilling,Riz-DR-1,488,12688,0,63
2025-01-31,Rizal,Blasting,BLAST,850,63750,0,30
2025-01-31,Rizal,Extraction,Riz-EX-E1,302,0,1400,83
2025-01-31,Rizal,Extraction,Riz-EX-E2,305,0,1400,121
2025-01-31,Rizal,Stockpiling,Riz-EX-S1,850,0,1400,87
2025-01-31,bULACAN,Loading,Bul-EX-L1,511,0,1400,73
2025-01-31,bULACAN,Drilling,Bul-DR-1,402,10452,0,36
2025-01-31,bULACAN,Extraction,Bul-EX-E1,237,0,1400,132
2025-01-31,bULACAN,Stockpiling,Bul-EX-S1,511,0,1400,104
2025-01-31,pampanga,Loading,Pam-EX-L1,355,0,1400,65
2025-01-31,pampanga,Drilling,Pam-DR-1,628,16328,0,44
2025-01-31,pampanga,Extraction,Pam-EX-E1,454,0,1400,108
2025-01-31,pampanga,Stockpiling,Pam-EX-S1,355,0,1400,99
2025-01-31,Tarlac,Loading,Tar-EX-L1,504,0,1400,115
2025-01-31,Tarlac,Drilling,Tar-DR-1,515,13390,0,38
2025-01-31,Tarlac,Extraction,Tar-EX-E1,569,0,1400,105
2025-01-31,Tarlac,Stockpiling,Tar-EX-S1,504,0,1400,99
2025-02-01,zAMBALES,Loading,Zam-EX-L1,586,0,1400,65
2025-02-01,zAMBALES,Loading,Zam-EX-L2,317,0,1400,79
2025-02-01,zAMBALES,Drilling,Zam-DR-1,776,20176,0,32
2025-02-01,zAMBALES,Extraction,Zam-EX-E1,453,0,1400,116
2025-02-01,zAMBALES,Extraction,Zam-EX-E2,335,0,1400,132
2025-02-01,zAMBALES,Stockpiling,Zam-EX-S1,903,0,1400,78
2025-02-01,Rizal,Loading,Riz-EX-L1,432,0,1400,73
2025-02-01,Rizal,Loading,Riz-EX-L2,551,0,1400,106
2025-02-01,Rizal,Drilling,Riz-DR-1,528,13728,0,34
2025-02-01,Rizal,Blasting,BLAST,983,73725,0,42
2025-02-01,Rizal,Extraction,Riz-EX-E1,504,0,1400,111
2025-02-01,Rizal,Extraction,Riz-EX-E2,300,0,1400,128
2025-02-01,Rizal,Stockpiling,Riz-EX-S1,983,0,1400,103
2025-02-01,Bulacan,Loading,Bul-EX-L1,583,0,1400,117
2025-02-01,Bulacan,Drilling,Bul-DR-1,565,14690,0,30
2025-02-01,Bulacan,Extraction,Bul-EX-E1,565,0,1400,102
2025-02-01,Bulacan,Stockpiling,Bul-EX-S1,583,0,1400,105
2025-02-01,Pampanga,Loading,Pam-EX-L1,210,0,1400,85
2025-02-01,Pampanga,Drilling,Pam-DR-1,693,18018,0,65
2025-02-01,Pampanga,Extraction,Pam-EX-E1,242,0,1400,95
2025-02-01,Pampanga,Stockpiling,Pam-EX-S1,210,0,1400,80
2025-02-01,tARLAC,Loading,Tar-EX-L1,413,0,1400,87
2025-02-01,tARLAC,Drilling,Tar-DR-1,515,13390,0,49
2025-02-01,tARLAC,Extraction,Tar-EX-E1,304,0,1400,123
2025-02-01,tARLAC,Stockpiling,Tar-EX-S1,413,0,1400,96
2025-02-02,zAMBALES,Loading,Zam-EX-L1,280,0,1400,77
2025-02-02,zAMBALES,Loading,Zam-EX-L2,440,0,1400,70
2025-02-02,zAMBALES,Drilling,Zam-DR-1,827,21502,0,61
2025-02-02,zAMBALES,Blasting,BLAST,720,54000,0,41
2025-02-02,zAMBALES,Extraction,Zam-EX-E1,244,0,1400,97
2025-02-02,zAMBALES,Extraction,Zam-EX-E2,549,0,1400,76
2025-02-02,zAMBALES,Stockpiling,Zam-EX-S1,720,0,1400,57
2025-02-02,rIZAL,Loading,Riz-EX-L1,487,0,1400,93
2025-02-02,rIZAL,Loading,Riz-EX-L2,530,0,1400,85
2025-02-02,rIZAL,Drilling,Riz-DR-1,859,22334,0,50
2025-02-02,rIZAL,Extraction,Riz-EX-E1,290,0,1400,121
2025-02-02,rIZAL,Extraction,Riz-EX-E2,345,0,1400,88
2025-02-02,rIZAL,Stockpiling,Riz-EX-S1,1017,0,1400,87
2025-02-02,bULACAN,Loading,Bul-EX-L1,362,0,1400,65
2025-02-02,bULACAN,Drilling,Bul-DR-1,627,16302,0,35
2025-02-02,bULACAN,Extraction,Bul-EX-E1,505,0,1400,138
2025-02-02,bULACAN,Stockpiling,Bul-EX-S1,362,0,1400,73
2025-02-02,pAMPANGA,Loading,Pam-EX-L1,334,0,1400,69
2025-02-02,pAMPANGA,Drilling,Pam-DR-1,415,10790,0,58
2025-02-02,pAMPANGA,Extraction,Pam-EX-E1,287,0,1400,88
2025-02-02,pAMPANGA,Stockpiling,Pam-EX-S1,334,0,1400,105
2025-02-02,tARLAC,Loading,Tar-EX-L1,356,0,1400,107
2025-02-02,tARLAC,Drilling,Tar-DR-1,704,18304,0,53
2025-02-02,tARLAC,Extraction,Tar-EX-E1,577,0,1400,85
2025-02-02,tARLAC,Stockpiling,Tar-EX-S1,356,0,1400,58
2025-02-03,zambales,Loading,Zam-EX-L1,440,0,1400,93
2025-02-03,zambales,Loading,Zam-EX-L2,574,0,1400,101
2025-02-03,zambales,Drilling,Zam-DR-1,596,15496,0,38
2025-02-03,zambales,Extraction,Zam-EX-E1,516,0,1400,120
2025-02-03,zambales,Extraction,Zam-EX-E2,361,0,1400,99
2025-02-03,zambales,Stockpiling,Zam-EX-S1,1014,0,1400,75
2025-02-03,RIZAL,Loading,Riz-EX-L1,210,0,1400,107
2025-02-03,RIZAL,Loading,Riz-EX-L2,251,0,1400,74
2025-02-03,RIZAL,Drilling,Riz-DR-1,878,22828,0,62
2025-02-03,RIZAL,Extraction,Riz-EX-E1,262,0,1400,135
2025-02-03,RIZAL,Extraction,Riz-EX-E2,424,0,1400,85
2025-02-03,RIZAL,Stockpiling,Riz-EX-S1,461,0,1400,106
2025-02-03,Bulacan,Loading,Bul-EX-L1,438,0,1400,108
2025-02-03,Bulacan,Drilling,Bul-DR-1,568,14768,0,35
2025-02-03,Bulacan,Extraction,Bul-EX-E1,466,0,1400,109
2025-02-03,Bulacan,Stockpiling,Bul-EX-S1,438,0,1400,106
2025-02-03,PAMPANGA,Loading,Pam-EX-L1,333,0,1400,95
2025-02-03,PAMPANGA,Drilling,Pam-DR-1,602,15652,0,45
2025-02-03,PAMPANGA,Extraction,Pam-EX-E1,501,0,1400,122
2025-02-03,PAMPANGA,Stockpiling,Pam-EX-S1,333,0,1400,71
2025-02-03,Tarlac,Loading,Tar-EX-L1,305,0,1400,115
2025-02-03,Tarlac,Drilling,Tar-DR-1,546,14196,0,47
2025-02-03,Tarlac,Blasting,BLAST,305,22875,0,38
2025-02-03,Tarlac,Extraction,Tar-EX-E1,487,0,1400,116
2025-02-03,Tarlac,Stockpiling,Tar-EX-S1,305,0,1400,105
2025-02-04,Zambales,Loading,Zam-EX-L1,385,0,1400,99
2025-02-04,Zambales,Loading,Zam-EX-L2,456,0,1400,90
2025-02-04,Zambales,Drilling,Zam-DR-1,425,11050,0,46
2025-02-04,Zambales,Extraction,Zam-EX-E1,297,0,1400,95
2025-02-04,Zambales,Extraction,Zam-EX-E2,596,0,1400,81
2025-02-04,Zambales,Stockpiling,Zam-EX-S1,841,0,1400,53
2025-02-04,RIZAL,Loading,Riz-EX-L1,399,0,1400,119
2025-02-04,RIZAL,Loading,Riz-EX-L2,486,0,1400,90
2025-02-04,RIZAL,Drilling,Riz-DR-1,712,18512,0,46
2025-02-04,RIZAL,Blasting,BLAST,885,66375,0,20
2025-02-04,RIZAL,Extraction,Riz-EX-E1,381,0,1400,138
2025-02-04,RIZAL,Extraction,Riz-EX-E2,473,0,1400,137
2025-02-04,RIZAL,Stockpiling,Riz-EX-S1,885,0,1400,72
2025-02-04,BULACAN,Loading,Bul-EX-L1,383,0,1400,69
2025-02-04,BULACAN,Drilling,Bul-DR-1,409,10634,0,67
2025-02-04,BULACAN,Extraction,Bul-EX-E1,340,0,1400,115
2025-02-04,BULACAN,Stockpiling,Bul-EX-S1,383,0,1400,59
2025-02-04,Pampanga,Loading,Pam-EX-L1,297,0,1400,111
2025-02-04,Pampanga,Drilling,Pam-DR-1,812,21112,0,65
2025-02-04,Pampanga,Extraction,Pam-EX-E1,539,0,1400,90
2025-02-04,Pampanga,Stockpiling,Pam-EX-S1,297,0,1400,66
2025-02-04,tarlac,Loading,Tar-EX-L1,305,0,1400,95
2025-02-04,tarlac,Drilling,Tar-DR-1,647,16822,0,36
2025-02-04,tarlac,Extraction,Tar-EX-E1,456,0,1400,96
2025-02-04,tarlac,Stockpiling,Tar-EX-S1,305,0,1400,93
2025-02-05,zAMBALES,Loading,Zam-EX-L1,218,0,1400,67
2025-02-05,zAMBALES,Loading,Zam-EX-L2,397,0,1400,61
2025-02-05,zAMBALES,Drilling,Zam-DR-1,760,19760,0,43
2025-02-05,zAMBALES,Blasting,BLAST,615,46125,0,20
2025-02-05,zAMBALES,Extraction,Zam-EX-E1,494,0,1400,78
2025-02-05,zAMBALES,Extraction,Zam-EX-E2,295,0,1400,77
2025-02-05,zAMBALES,Stockpiling,Zam-EX-S1,615,0,1400,70
2025-02-05,Rizal,Loading,Riz-EX-L1,472,0,1400,107
2025-02-05,Rizal,Loading,Riz-EX-L2,445,0,1400,65
2025-02-05,Rizal,Drilling,Riz-DR-1,872,22672,0,62
2025-02-05,Rizal,Blasting,BLAST,917,68775,0,30
2025-02-05,Rizal,Extraction,Riz-EX-E1,508,0,1400,117
2025-02-05,Rizal,Extraction,Riz-EX-E2,203,0,1400,108
2025-02-05,Rizal,Stockpiling,Riz-EX-S1,917,0,1400,107
2025-02-05,bULACAN,Loading,Bul-EX-L1,441,0,1400,110
2025-02-05,bULACAN,Drilling,Bul-DR-1,710,18460,0,66
2025-02-05,bULACAN,Extraction,Bul-EX-E1,494,0,1400,113
2025-02-05,bULACAN,Stockpiling,Bul-EX-S1,441,0,1400,79
2025-02-05,pAMPANGA,Loading,Pam-EX-L1,435,0,1400,93
2025-02-05,pAMPANGA,Drilling,Pam-DR-1,422,10972,0,46
2025-02-05,pAMPANGA,Extraction,Pam-EX-E1,333,0,1400,120
2025-02-05,pAMPANGA,Stockpiling,Pam-EX-S1,435,0,1400,109
2025-02-05,tarlac,Loading,Tar-EX-L1,332,0,1400,86
2025-02-05,tarlac,Drilling,Tar-DR-1,421,10946,0,66
2025-02-05,tarlac,Extraction,Tar-EX-E1,257,0,1400,82
2025-02-05,tarlac,Stockpiling,Tar-EX-S1,332,0,1400,58
2025-02-06,Zambales,Loading,Zam-EX-L1,393,0,1400,64
2025-02-06,Zambales,Loading,Zam-EX-L2,586,0,1400,110
2025-02-06,Zambales,Drilling,Zam-DR-1,851,22126,0,58
2025-02-06,Zambales,Extraction,Zam-EX-E1,395,0,1400,78
2025-02-06,Zambales,Extraction,Zam-EX-E2,244,0,1400,84
2025-02-06,Zambales,Stockpiling,Zam-EX-S1,979,0,1400,57
2025-02-06,Rizal,Loading,Riz-EX-L1,521,0,1400,81
2025-02-06,Rizal,Loading,Riz-EX-L2,468,0,1400,119
2025-02-06,Rizal,Drilling,Riz-DR-1,536,13936,0,64
2025-02-06,Rizal,Extraction,Riz-EX-E1,500,0,1400,104
2025-02-06,Rizal,Extraction,Riz-EX-E2,259,0,1400,80
2025-02-06,Rizal,Stockpiling,Riz-EX-S1,989,0,1400,89
2025-02-06,Bulacan,Loading,Bul-EX-L1,421,0,1400,88
2025-02-06,Bulacan,Drilling,Bul-DR-1,739,19214,0,38
2025-02-06,Bulacan,Extraction,Bul-EX-E1,359,0,1400,112
2025-02-06,Bulacan,Stockpiling,Bul-EX-S1,421,0,1400,107
2025-02-06,PAMPANGA,Loading,Pam-EX-L1,436,0,1400,101
2025-02-06,PAMPANGA,Drilling,Pam-DR-1,469,12194,0,65
2025-02-06,PAMPANGA,Blasting,BLAST,436,32700,0,46
2025-02-06,PAMPANGA,Extraction,Pam-EX-E1,219,0,1400,121
2025-02-06,PAMPANGA,Stockpiling,Pam-EX-S1,436,0,1400,60
2025-02-06,tARLAC,Loading,Tar-EX-L1,283,0,1400,70
2025-02-06,tARLAC,Drilling,Tar-DR-1,846,21996,0,56
2025-02-06,tARLAC,Extraction,Tar-EX-E1,270,0,1400,118
2025-02-06,tARLAC,Stockpiling,Tar-EX-S1,283,0,1400,71
2025-02-07,ZAMBALES,Loading,Zam-EX-L1,559,0,1400,82
2025-02-07,ZAMBALES,Loading,Zam-EX-L2,220,0,1400,118
2025-02-07,ZAMBALES,Drilling,Zam-DR-1,440,11440,0,49
2025-02-07,ZAMBALES,Extraction,Zam-EX-E1,485,0,1400,99
2025-02-07,ZAMBALES,Extraction,Zam-EX-E2,348,0,1400,114
2025-02-07,ZAMBALES,Stockpiling,Zam-EX-S1,779,0,1400,109
2025-02-07,RIZAL,Loading,Riz-EX-L1,541,0,1400,106
2025-02-07,RIZAL,Loading,Riz-EX-L2,526,0,1400,116
2025-02-07,RIZAL,Drilling,Riz-DR-1,447,11622,0,42
2025-02-07,RIZAL,Extraction,Riz-EX-E1,380,0,1400,76
2025-02-07,RIZAL,Extraction,Riz-EX-E2,333,0,1400,135
2025-02-07,RIZAL,Stockpiling,Riz-EX-S1,1067,0,1400,76
2025-02-07,BULACAN,Loading,Bul-EX-L1,524,0,1400,68
2025-02-07,BULACAN,Drilling,Bul-DR-1,512,13312,0,39
2025-02-07,BULACAN,Extraction,Bul-EX-E1,319,0,1400,104
2025-02-07,BULACAN,Stockpiling,Bul-EX-S1,524,0,1400,54
2025-02-07,pAMPANGA,Loading,Pam-EX-L1,306,0,1400,73
2025-02-07,pAMPANGA,Drilling,Pam-DR-1,590,15340,0,58
2025-02-07,pAMPANGA,Extraction,Pam-EX-E1,491,0,1400,89
2025-02-07,pAMPANGA,Stockpiling,Pam-EX-S1,306,0,1400,61
2025-02-07,tARLAC,Loading,Tar-EX-L1,393,0,1400,77
2025-02-07,tARLAC,Drilling,Tar-DR-1,700,18200,0,57
2025-02-07,tARLAC,Blasting,BLAST,393,29475,0,48
2025-02-07,tARLAC,Extraction,Tar-EX-E1,572,0,1400,102
2025-02-07,tARLAC,Stockpiling,Tar-EX-S1,393,0,1400,101
2025-02-08,Zambales,Loading,Zam-EX-L1,272,0,1400,95
2025-02-08,Zambales,Loading,Zam-EX-L2,434,0,1400,104
2025-02-08,Zambales,Drilling,Zam-DR-1,543,14118,0,50
2025-02-08,Zambales,Extraction,Zam-EX-E1,254,0,1400,92
2025-02-08,Zambales,Extraction,Zam-EX-E2,242,0,1400,95
2025-02-08,Zambales,Stockpiling,Zam-EX-S1,706,0,1400,62
2025-02-08,rIZAL,Loading,Riz-EX-L1,433,0,1400,84
2025-02-08,rIZAL,Loading,Riz-EX-L2,229,0,1400,74
2025-02-08,rIZAL,Drilling,Riz-DR-1,508,13208,0,34
2025-02-08,rIZAL,Blasting,BLAST,662,49650,0,35
2025-02-08,rIZAL,Extraction,Riz-EX-E1,588,0,1400,85
2025-02-08,rIZAL,Extraction,Riz-EX-E2,517,0,1400,136
2025-02-08,rIZAL,Stockpiling,Riz-EX-S1,662,0,1400,68
2025-02-08,BULACAN,Loading,Bul-EX-L1,263,0,1400,84
2025-02-08,BULACAN,Drilling,Bul-DR-1,542,14092,0,67
2025-02-08,BULACAN,Blasting,BLAST,263,19725,0,40
2025-02-08,BULACAN,Extraction,Bul-EX-E1,207,0,1400,98
2025-02-08,BULACAN,Stockpiling,Bul-EX-S1,263,0,1400,52
2025-02-08,pAMPANGA,Loading,Pam-EX-L1,496,0,1400,93
2025-02-08,pAMPANGA,Drilling,Pam-DR-1,747,19422,0,53
2025-02-08,pAMPANGA,Extraction,Pam-EX-E1,309,0,1400,86
2025-02-08,pAMPANGA,Stockpiling,Pam-EX-S1,496,0,1400,85
2025-02-08,tarlac,Loading,Tar-EX-L1,235,0,1400,67
2025-02-08,tarlac,Drilling,Tar-DR-1,762,19812,0,54
2025-02-08,tarlac,Extraction,Tar-EX-E1,301,0,1400,96
2025-02-08,tarlac,Stockpiling,Tar-EX-S1,235,0,1400,70
2025-02-09,Zambales,Loading,Zam-EX-L1,486,0,1400,101
2025-02-09,Zambales,Loading,Zam-EX-L2,434,0,1400,72
2025-02-09,Zambales,Drilling,Zam-DR-1,864,22464,0,35
2025-02-09,Zambales,Blasting,BLAST,920,69000,0,23
2025-02-09,Zambales,Extraction,Zam-EX-E1,249,0,1400,126
2025-02-09,Zambales,Extraction,Zam-EX-E2,452,0,1400,88
2025-02-09,Zambales,Stockpiling,Zam-EX-S1,920,0,1400,73
2025-02-09,RIZAL,Loading,Riz-EX-L1,590,0,1400,118
2025-02-09,RIZAL,Loading,Riz-EX-L2,557,0,1400,90
2025-02-09,RIZAL,Drilling,Riz-DR-1,872,22672,0,60
2025-02-09,RIZAL,Blasting,BLAST,1147,86025,0,49
2025-02-09,RIZAL,Extraction,Riz-EX-E1,385,0,1400,109
2025-02-09,RIZAL,Extraction,Riz-EX-E2,379,0,1400,124
2025-02-09,RIZAL,Stockpiling,Riz-EX-S1,1147,0,1400,67
2025-02-09,BULACAN,Loading,Bul-EX-L1,454,0,1400,73
2025-02-09,BULACAN,Drilling,Bul-DR-1,660,17160,0,54
2025-02-09,BULACAN,Extraction,Bul-EX-E1,283,0,1400,75
2025-02-09,BULACAN,Stockpiling,Bul-EX-S1,454,0,1400,76
2025-02-09,Pampanga,Loading,Pam-EX-L1,560,0,1400,101
2025-02-09,Pampanga,Drilling,Pam-DR-1,640,16640,0,50
2025-02-09,Pampanga,Extraction,Pam-EX-E1,465,0,1400,126
2025-02-09,Pampanga,Stockpiling,Pam-EX-S1,560,0,1400,60
2025-02-09,TARLAC,Loading,Tar-EX-L1,341,0,1400,102
2025-02-09,TARLAC,Drilling,Tar-DR-1,871,22646,0,38
2025-02-09,TARLAC,Extraction,Tar-EX-E1,225,0,1400,116
2025-02-09,TARLAC,Stockpiling,Tar-EX-S1,341,0,1400,98
2025-02-10,zambales,Loading,Zam-EX-L1,332,0,1400,114
2025-02-10,zambales,Loading,Zam-EX-L2,278,0,1400,60
2025-02-10,zambales,Drilling,Zam-DR-1,407,10582,0,51
2025-02-10,zambales,Extraction,Zam-EX-E1,490,0,1400,136
2025-02-10,zambales,Extraction,Zam-EX-E2,425,0,1400,94
2025-02-10,zambales,Stockpiling,Zam-EX-S1,610,0,1400,54
2025-02-10,rizal,Loading,Riz-EX-L1,245,0,1400,117
2025-02-10,rizal,Loading,Riz-EX-L2,267,0,1400,63
2025-02-10,rizal,Drilling,Riz-DR-1,567,14742,0,37
2025-02-10,rizal,Extraction,Riz-EX-E1,221,0,1400,103
2025-02-10,rizal,Extraction,Riz-EX-E2,591,0,1400,95
2025-02-10,rizal,Stockpiling,Riz-EX-S1,512,0,1400,109
2025-02-10,BULACAN,Loading,Bul-EX-L1,376,0,1400,112
2025-02-10,BULACAN,Drilling,Bul-DR-1,709,18434,0,66
2025-02-10,BULACAN,Extraction,Bul-EX-E1,537,0,1400,138
2025-02-10,BULACAN,Stockpiling,Bul-EX-S1,376,0,1400,108
2025-02-10,PAMPANGA,Loading,Pam-EX-L1,550,0,1400,103
2025-02-10,PAMPANGA,Drilling,Pam-DR-1,582,15132,0,43
2025-02-10,PAMPANGA,Blasting,BLAST,550,41250,0,25
2025-02-10,PAMPANGA,Extraction,Pam-EX-E1,285,0,1400,85
2025-02-10,PAMPANGA,Stockpiling,Pam-EX-S1,550,0,1400,71
2025-02-10,TARLAC,Loading,Tar-EX-L1,419,0,1400,96
2025-02-10,TARLAC,Drilling,Tar-DR-1,495,12870,0,35
2025-02-10,TARLAC,Blasting,BLAST,419,31425,0,47
2025-02-10,TARLAC,Extraction,Tar-EX-E1,592,0,1400,127
2025-02-10,TARLAC,Stockpiling,Tar-EX-S1,419,0,1400,92
2025-02-11,ZAMBALES,Loading,Zam-EX-L1,498,0,1400,102
2025-02-11,ZAMBALES,Loading,Zam-EX-L2,377,0,1400,89
2025-02-11,ZAMBALES,Drilling,Zam-DR-1,467,12142,0,69
2025-02-11,ZAMBALES,Extraction,Zam-EX-E1,418,0,1400,128
2025-02-11,ZAMBALES,Extraction,Zam-EX-E2,304,0,1400,92
2025-02-11,ZAMBALES,Stockpiling,Zam-EX-S1,875,0,1400,96
2025-02-11,rIZAL,Loading,Riz-EX-L1,241,0,1400,77
2025-02-11,rIZAL,Loading,Riz-EX-L2,269,0,1400,104
2025-02-11,rIZAL,Drilling,Riz-DR-1,571,14846,0,61
2025-02-11,rIZAL,Extraction,Riz-EX-E1,450,0,1400,102
2025-02-11,rIZAL,Extraction,Riz-EX-E2,456,0,1400,80
2025-02-11,rIZAL,Stockpiling,Riz-EX-S1,510,0,1400,55
2025-02-11,bulacan,Loading,Bul-EX-L1,362,0,1400,115
2025-02-11,bulacan,Drilling,Bul-DR-1,706,18356,0,30
2025-02-11,bulacan,Extraction,Bul-EX-E1,493,0,1400,75
2025-02-11,bulacan,Stockpiling,Bul-EX-S1,362,0,1400,96
2025-02-11,Pampanga,Loading,Pam-EX-L1,200,0,1400,90
2025-02-11,Pampanga,Drilling,Pam-DR-1,671,17446,0,65
2025-02-11,Pampanga,Blasting,BLAST,200,15000,0,32
2025-02-11,Pampanga,Extraction,Pam-EX-E1,594,0,1400,118
2025-02-11,Pampanga,Stockpiling,Pam-EX-S1,200,0,1400,76
2025-02-11,tARLAC,Loading,Tar-EX-L1,252,0,1400,86
2025-02-11,tARLAC,Drilling,Tar-DR-1,690,17940,0,46
2025-02-11,tARLAC,Extraction,Tar-EX-E1,541,0,1400,100
2025-02-11,tARLAC,Stockpiling,Tar-EX-S1,252,0,1400,108
2025-02-12,zambales,Loading,Zam-EX-L1,380,0,1400,108
2025-02-12,zambales,Loading,Zam-EX-L2,360,0,1400,104
2025-02-12,zambales,Drilling,Zam-DR-1,820,21320,0,64
2025-02-12,zambales,Extraction,Zam-EX-E1,324,0,1400,73
2025-02-12,zambales,Extraction,Zam-EX-E2,331,0,1400,98
2025-02-12,zambales,Stockpiling,Zam-EX-S1,740,0,1400,73
2025-02-12,rizal,Loading,Riz-EX-L1,504,0,1400,78
2025-02-12,rizal,Loading,Riz-EX-L2,484,0,1400,65
2025-02-12,rizal,Drilling,Riz-DR-1,803,20878,0,54
2025-02-12,rizal,Extraction,Riz-EX-E1,547,0,1400,120
2025-02-12,rizal,Extraction,Riz-EX-E2,558,0,1400,131
2025-02-12,rizal,Stockpiling,Riz-EX-S1,988,0,1400,61
2025-02-12,Bulacan,Loading,Bul-EX-L1,574,0,1400,68
2025-02-12,Bulacan,Drilling,Bul-DR-1,593,15418,0,69
2025-02-12,Bulacan,Blasting,BLAST,574,43050,0,35
2025-02-12,Bulacan,Extraction,Bul-EX-E1,236,0,1400,134
2025-02-12,Bulacan,Stockpiling,Bul-EX-S1,574,0,1400,90
2025-02-12,Pampanga,Loading,Pam-EX-L1,301,0,1400,98
2025-02-12,Pampanga,Drilling,Pam-DR-1,897,23322,0,44
2025-02-12,Pampanga,Extraction,Pam-EX-E1,513,0,1400,85
2025-02-12,Pampanga,Stockpiling,Pam-EX-S1,301,0,1400,71
2025-02-12,Tarlac,Loading,Tar-EX-L1,373,0,1400,116
2025-02-12,Tarlac,Drilling,Tar-DR-1,675,17550,0,58
2025-02-12,Tarlac,Extraction,Tar-EX-E1,381,0,1400,93
2025-02-12,Tarlac,Stockpiling,Tar-EX-S1,373,0,1400,80
2025-02-13,Zambales,Loading,Zam-EX-L1,464,0,1400,98
2025-02-13,Zambales,Loading,Zam-EX-L2,419,0,1400,74
2025-02-13,Zambales,Drilling,Zam-DR-1,474,12324,0,61
2025-02-13,Zambales,Extraction,Zam-EX-E1,514,0,1400,122
2025-02-13,Zambales,Extraction,Zam-EX-E2,216,0,1400,73
2025-02-13,Zambales,Stockpiling,Zam-EX-S1,883,0,1400,101
2025-02-13,Rizal,Loading,Riz-EX-L1,597,0,1400,93
2025-02-13,Rizal,Loading,Riz-EX-L2,303,0,1400,111
2025-02-13,Rizal,Drilling,Riz-DR-1,715,18590,0,38
2025-02-13,Rizal,Blasting,BLAST,900,67500,0,47
2025-02-13,Rizal,Extraction,Riz-EX-E1,328,0,1400,78
2025-02-13,Rizal,Extraction,Riz-EX-E2,492,0,1400,83
2025-02-13,Rizal,Stockpiling,Riz-EX-S1,900,0,1400,101
2025-02-13,Bulacan,Loading,Bul-EX-L1,265,0,1400,85
2025-02-13,Bulacan,Drilling,Bul-DR-1,860,22360,0,41
2025-02-13,Bulacan,Extraction,Bul-EX-E1,287,0,1400,90
2025-02-13,Bulacan,Stockpiling,Bul-EX-S1,265,0,1400,105
2025-02-13,PAMPANGA,Loading,Pam-EX-L1,217,0,1400,109
2025-02-13,PAMPANGA,Drilling,Pam-DR-1,512,13312,0,67
2025-02-13,PAMPANGA,Extraction,Pam-EX-E1,432,0,1400,82
2025-02-13,PAMPANGA,Stockpiling,Pam-EX-S1,217,0,1400,81
2025-02-13,Tarlac,Loading,Tar-EX-L1,488,0,1400,80
2025-02-13,Tarlac,Drilling,Tar-DR-1,611,15886,0,61
2025-02-13,Tarlac,Extraction,Tar-EX-E1,310,0,1400,90
2025-02-13,Tarlac,Stockpiling,Tar-EX-S1,488,0,1400,50
2025-02-14,Zambales,Loading,Zam-EX-L1,228,0,1400,118
2025-02-14,Zambales,Loading,Zam-EX-L2,370,0,1400,88
2025-02-14,Zambales,Drilling,Zam-DR-1,576,14976,0,60
2025-02-14,Zambales,Blasting,BLAST,598,44850,0,44
2025-02-14,Zambales,Extraction,Zam-EX-E1,288,0,1400,80
2025-02-14,Zambales,Extraction,Zam-EX-E2,316,0,1400,125
2025-02-14,Zambales,Stockpiling,Zam-EX-S1,598,0,1400,89
2025-02-14,rIZAL,Loading,Riz-EX-L1,543,0,1400,118
2025-02-14,rIZAL,Loading,Riz-EX-L2,229,0,1400,60
2025-02-14,rIZAL,Drilling,Riz-DR-1,435,11310,0,63
2025-02-14,rIZAL,Extraction,Riz-EX-E1,551,0,1400,110
2025-02-14,rIZAL,Extraction,Riz-EX-E2,333,0,1400,129
2025-02-14,rIZAL,Stockpiling,Riz-EX-S1,772,0,1400,80
2025-02-14,Bulacan,Loading,Bul-EX-L1,455,0,1400,79
2025-02-14,Bulacan,Drilling,Bul-DR-1,768,19968,0,32
2025-02-14,Bulacan,Blasting,BLAST,455,34125,0,29
2025-02-14,Bulacan,Extraction,Bul-EX-E1,537,0,1400,78
2025-02-14,Bulacan,Stockpiling,Bul-EX-S1,455,0,1400,90
2025-02-14,pAMPANGA,Loading,Pam-EX-L1,282,0,1400,73
2025-02-14,pAMPANGA,Drilling,Pam-DR-1,509,13234,0,30
2025-02-14,pAMPANGA,Blasting,BLAST,282,21150,0,20
2025-02-14,pAMPANGA,Extraction,Pam-EX-E1,212,0,1400,74
2025-02-14,pAMPANGA,Stockpiling,Pam-EX-S1,282,0,1400,64
2025-02-14,Tarlac,Loading,Tar-EX-L1,508,0,1400,99
2025-02-14,Tarlac,Drilling,Tar-DR-1,485,12610,0,32
2025-02-14,Tarlac,Extraction,Tar-EX-E1,428,0,1400,97
2025-02-14,Tarlac,Stockpiling,Tar-EX-S1,508,0,1400,71
2025-02-15,Zambales,Loading,Zam-EX-L1,424,0,1400,66
2025-02-15,Zambales,Loading,Zam-EX-L2,441,0,1400,75
